tweet_id,category
351797625164529664,diplomatic-relational
351770145926021120,unclassified
351762827368857602,diplomatic-relational
351746065818587137,diplomatic-relational
351681089309376512,unclassified
351667007474774016,digital-influential
351666607648550913,unclassified
351666010845229057,diplomatic-relational
351619153448275968,unclassified
351610680987762688,digital-influential
351610059312201729,diplomatic-relational
351609353821892609,diplomatic-relational
351599325425577984,unclassified
351596956658827264,diplomatic-relational
351378031090208768,unclassified
351377775946498049,diplomatic-relational
351322318573797377,diplomatic-relational
351309827751948288,diplomatic-relational
349177455413694465,unclassified
349140892319358977,diplomatic-relational
349127563429441537,diplomatic-relational
349126707749474304,digital-influential
349126246183092224,diplomatic-relational
349116747925835776,unclassified
349101469527601152,unclassified
349087250157543424,unclassified
348736399664631808,diplomatic-relational
348736310472744960,religious-referential
348736006591225856,diplomatic-relational
348735910453583872,unclassified
348711766664048640,unclassified
348699199073837056,unclassified
348524581591605248,religious-referential
348523477701120000,religious-referential
348522132646547456,diplomatic-relational
348519849951129600,diplomatic-relational
348067828638822401,diplomatic-relational
348066647103389696,diplomatic-relational
348065428247023616,diplomatic-relational
348056228095729664,digital-influential
347816691432034304,diplomatic-relational
347815399276019713,diplomatic-relational
347815204475789312,diplomatic-relational
347815059470307329,digital-influential
347767444657565696,unclassified
347756805230850048,unclassified
347746744571944962,unclassified
347743308174471168,unclassified
347715650615128065,digital-influential
347691689231667200,unclassified
347685222554402816,unclassified
347642432105611266,unclassified
347632307093524480,unclassified
347625029313376257,unclassified
347612892532719616,unclassified
347612257460572161,religious-referential
347599783055196161,diplomatic-relational
347442412244836354,unclassified
345643600501174272,digital-influential
345617734685569024,unclassified
345564683647979522,unclassified
345306582466322433,digital-influential
345189697770901505,unclassified
345187001043132416,unclassified
345184334585659393,unclassified
345181622901026816,unclassified
345161915070287875,religious-referential
345159892123926528,unclassified
345159483489669121,religious-referential
345139728133275648,diplomatic-relational
345138516801503232,diplomatic-relational
345137992245067776,diplomatic-relational
345090091246567424,religious-referential
345089857208598528,diplomatic-relational
345089259394457600,religious-referential
345088654974271488,unclassified
344917731004538880,unclassified
344917454981578754,digital-influential
344908365404729344,diplomatic-relational
344907361690976256,diplomatic-relational
344763631856128000,unclassified
344748555782725632,unclassified
344739082880053248,diplomatic-relational
344553079166873600,diplomatic-relational
344507018213720064,diplomatic-relational
344499572883734528,unclassified
344484687915397121,unclassified
344409491040780288,diplomatic-relational
344408891326619648,digital-influential
344393352369803264,religious-referential
344392566197850113,diplomatic-relational
344391810208120832,religious-referential
344391121939615745,diplomatic-relational
344359340540559361,unclassified
344358980228878336,digital-influential
344358520583495680,unclassified
344350664765358080,unclassified
344350437547315200,unclassified
341978577950109697,diplomatic-relational
341978270406938624,diplomatic-relational
341958070894751745,digital-influential
341957988925452289,diplomatic-relational
341948466462867457,diplomatic-relational
341930156014845952,unclassified
341913310502989825,diplomatic-relational
341900923116855296,religious-referential
341894765148794881,unclassified
341883349968769024,diplomatic-relational
341872160261947392,religious-referential
341856511536021505,diplomatic-relational
341832581085544448,unclassified
341832421244821504,religious-referential
341832084735807488,unclassified
341831712017354753,diplomatic-relational
341501534443552770,digital-influential
341500968774557696,diplomatic-relational
341460365600759810,diplomatic-relational
341460224118509568,religious-referential
341458469313994753,religious-referential
341260603349954560,religious-referential
341253138357051393,diplomatic-relational
341245458682900480,diplomatic-relational
341235488193126400,diplomatic-relational
341185028677586944,unclassified
341155129128517632,diplomatic-relational
341153773420417025,digital-influential
341153358494724097,diplomatic-relational
341126975085215745,unclassified
341117530808664064,diplomatic-relational
341117126901374978,diplomatic-relational
341116719009501184,diplomatic-relational
340830403755651072,religious-referential
340787109436727297,diplomatic-relational
340724557935677440,diplomatic-relational
340437759359586305,diplomatic-relational
340362160184119296,diplomatic-relational
340197210887176192,diplomatic-relational
340189107248570369,diplomatic-relational
338024003660808192,diplomatic-relational
338023532095217664,diplomatic-relational
338023234798755840,unclassified
338019312075939841,diplomatic-relational
338018225319202816,diplomatic-relational
337987146734518274,diplomatic-relational
337985432790921218,unclassified
337982240954916864,diplomatic-relational
337981671934685185,diplomatic-relational
337970394780807169,diplomatic-relational
337970148055068672,diplomatic-relational
337823972211163136,diplomatic-relational
337724040225624065,unclassified
337723781936205824,unclassified
337722707292598272,unclassified
337669317401403394,diplomatic-relational
337664295070478336,unclassified
337660485900042240,unclassified
337656755184078848,religious-referential
337650944110129152,diplomatic-relational
337647389584277504,unclassified
337645314272022528,unclassified
337629331000004609,diplomatic-relational
337607151910543362,unclassified
337606096887881729,unclassified
337557315186200577,diplomatic-relational
337557179236229120,unclassified
337534729219870720,unclassified
337534534897766400,unclassified
337534357902348288,diplomatic-relational
337517060164837376,diplomatic-relational
337503917975941120,unclassified
337503670289711106,religious-referential
337493433507790848,unclassified
